rank,lemma,frequency,cumulative_pct,pos,num_surface_forms,example_surface_form
9029,terra,412,99.445,Noun,1,terra
9030,zambak,412,99.445,Noun,1,zambak
9031,zinde,411,99.445,Adj,1,zinde
9032,clarice,411,99.445,Noun,1,clarice
9033,eisenhower,411,99.446,Noun,1,eisenhower
9034,shake,411,99.446,Noun,1,shake
9035,terlik,411,99.446,Noun,1,terlik
9036,rolling,411,99.446,Noun,1,rolling
9037,hiper,411,99.446,Adj,1,hiper
9038,puck,411,99.447,Noun,1,puck
9039,shell,411,99.447,Noun,1,shell
9040,rolex,411,99.447,Noun,1,rolex
9041,zürafa,411,99.447,Noun,1,zürafa
9042,kapitalist,411,99.448,Noun,1,kapitalist
9043,food,411,99.448,Noun,1,food
9044,tabiiki,411,99.448,Noun,1,tabiiki
9045,fitch,411,99.448,Noun,1,fitch
9046,hortlak,411,99.449,Adj,1,hortlak
9047,meşale,411,99.449,Noun,1,meşale
9048,birdaha,410,99.449,Noun,1,birdaha
9049,juarez,410,99.449,Noun,1,juarez
9050,kamuoyu,410,99.45,Noun,1,kamuoyu
9051,bolivya,410,99.45,Noun,1,bolivya
9052,öğrenim,410,99.45,Noun,1,öğrenim
9053,babaanne,410,99.45,Noun,1,babaanne
9054,tıpa,410,99.45,Noun,1,tıpa
9055,lowe,410,99.451,Noun,1,lowe
9056,jong,410,99.451,Noun,1,jong
9057,gaines,410,99.451,Noun,1,gaines
9058,browning,409,99.451,Noun,1,browning
9059,purcell,409,99.452,Noun,1,purcell
9060,toksikoloji,409,99.452,Noun,1,toksikoloji
9061,boca,409,99.452,Noun,1,boca
9062,nashville,409,99.452,Noun,1,nashville
9063,antony,409,99.453,Noun,1,antony
9064,kâfir,409,99.453,Interj,1,kafir
9065,moğol,409,99.453,Noun,1,moğol
9066,hercule,408,99.453,Noun,1,hercule
9067,saçık,408,99.454,Adj,1,saçık
9068,scanlon,408,99.454,Noun,1,scanlon
9069,carmela,408,99.454,Noun,1,carmela
9070,illegal,408,99.454,Adj,1,illegal
9071,mendez,408,99.454,Noun,1,mendez
9072,oyum,408,99.455,Noun,1,oyumu
9073,tucson,408,99.455,Noun,1,tucson
9074,araf,407,99.455,Noun,1,araf
9075,silvia,407,99.455,Noun,1,silvia
9076,parkinson,407,99.456,Noun,1,parkinson
9077,tahiti,407,99.456,Noun,1,tahiti
9078,diyalog,407,99.456,Noun,1,diyalog
9079,maguire,407,99.456,Noun,1,maguire
9080,davy,407,99.457,Noun,1,davy
9081,alfonso,407,99.457,Noun,1,alfonso
9082,lund,407,99.457,Noun,1,lund
9083,jnrmnt,407,99.457,Noun,1,jnrmnt
9084,quincy,407,99.458,Noun,1,quincy
9085,andreas,407,99.458,Noun,1,andreas
9086,radha,407,99.458,Noun,1,radha
9087,pollock,407,99.458,Noun,1,pollock
9088,franks,407,99.458,Noun,1,franks
9089,hafiften,407,99.459,Adv,1,hafiften
9090,perva,407,99.459,Adj,1,pervasız
9091,ozan,407,99.459,Noun,1,ozan
9092,windsor,406,99.459,Noun,1,windsor
9093,bellamy,406,99.46,Noun,1,bellamy
9094,emilie,406,99.46,Noun,1,emilie
9095,kısık,406,99.46,Adj,1,kısık
9096,algın,406,99.46,Noun,1,algınlığı
9097,solis,406,99.461,Noun,1,solis
9098,navarro,406,99.461,Noun,1,navarro
9099,tully,406,99.461,Noun,1,tully
9100,fildişi,406,99.461,Adj,1,fildişi
9101,dougal,406,99.461,Noun,1,dougal
9102,fast,406,99.462,Noun,1,fast
9103,rudolph,406,99.462,Noun,1,rudolph
9104,juice,405,99.462,Noun,1,juice
9105,korece,405,99.462,Adj,1,korece
9106,shogun,405,99.463,Noun,1,shogun
9107,myrtle,405,99.463,Noun,1,myrtle
9108,montague,405,99.463,Noun,1,montague
9109,varil,405,99.463,Noun,1,varil
9110,vero,405,99.464,Noun,1,verona
9111,smash,405,99.464,Noun,1,smash
9112,marul,405,99.464,Noun,1,marul
9113,gamma,405,99.464,Noun,1,gamma
9114,montaj,405,99.465,Noun,1,montaj
9115,cola,405,99.465,Noun,1,cola
9116,çalkalamak,404,99.465,Verb,1,çalkala
9117,ante,404,99.465,Noun,1,anten
9118,sampson,404,99.465,Noun,1,sampson
9119,kapuçino,404,99.466,Noun,1,kapuçino
9120,kapanık,404,99.466,Adj,1,kapanık
9121,soho,404,99.466,Noun,1,soho
9122,askerî,403,99.466,Noun,1,askeriye
9123,samimiyet,403,99.467,Noun,1,samimiyet
9124,valium,403,99.467,Noun,1,valium
9125,peabody,403,99.467,Noun,1,peabody
9126,braverman,403,99.467,Noun,1,braverman
9127,geum,403,99.468,Noun,1,geum
9128,myung,403,99.468,Noun,1,myung
9129,crown,403,99.468,Noun,1,crown
9130,çarşaflamak,403,99.468,Verb,1,çarşaflar
9131,saber,403,99.468,Noun,1,saber
9132,diplomat,403,99.469,Noun,1,diplomat
9133,kuçu,403,99.469,Dup,1,kuçu
9134,aroma,402,99.469,Adj,1,aromalı
9135,bacı,402,99.469,Noun,1,bacım
9136,baltar,402,99.47,Noun,1,baltar
9137,seamus,402,99.47,Noun,1,seamus
9138,birarada,402,99.47,Adv,1,birarada
9139,scylla,402,99.47,Noun,1,scylla
9140,arkady,402,99.471,Noun,1,arkady
9141,poseidon,402,99.471,Noun,1,poseidon
9142,bulgulamak,402,99.471,Verb,1,bulgular
9143,jumper,401,99.471,Noun,1,jumper
9144,mortimer,401,99.471,Noun,1,mortimer
9145,peralta,401,99.472,Noun,1,peralta
9146,soykırım,401,99.472,Noun,1,soykırım
9147,hamster,401,99.472,Noun,1,hamster
9148,lanie,401,99.472,Noun,1,lanie
9149,kütle,401,99.473,Noun,1,kütlesi
9150,franny,400,99.473,Noun,1,franny
9151,disipline,400,99.473,Adj,1,disipline
9152,francois,400,99.473,Noun,1,francois
9153,döşek,400,99.474,Noun,1,döşeğinde
9154,arya,400,99.474,Noun,1,aryan
9155,costello,400,99.474,Noun,1,costello
9156,glass,400,99.474,Noun,1,glass
9157,köri,400,99.474,Noun,1,köri
9158,dekor,399,99.475,Noun,1,dekor
9159,phelps,399,99.475,Noun,1,phelps
9160,daniska,399,99.475,Noun,1,daniskası
9161,müdahele,399,99.475,Noun,1,müdahele
9162,schultz,399,99.476,Noun,1,schultz
9163,olympia,399,99.476,Noun,1,olympia
9164,pink,399,99.476,Noun,1,pink
9165,mets,399,99.476,Noun,1,mets
9166,altuzay,399,99.477,Noun,1,altuzay
9167,halil,399,99.477,Noun,1,halil
9168,forrester,398,99.477,Noun,1,forrester
9169,ferdinand,398,99.477,Noun,1,ferdinand
9170,peso,398,99.477,Noun,1,peso
9171,sübyan,398,99.478,Noun,1,sübyancı
9172,tac,398,99.478,Noun,1,tac
9173,armando,398,99.478,Noun,1,armando
9174,mahsus,397,99.478,Adj,1,mahsus
9175,chino,397,99.479,Noun,1,chino
9176,karo,397,99.479,Noun,1,karo
9177,bihaber,397,99.479,Adj,1,bihaber
9178,bülbül,397,99.479,Noun,1,bülbül
9179,çuvallamak,397,99.479,Verb,1,çuvalladım
9180,belinda,397,99.48,Noun,1,belinda
9181,tsunami,397,99.48,Noun,1,tsunami
9182,simeon,397,99.48,Noun,1,simeon
9183,farnsworth,397,99.48,Noun,1,farnsworth
9184,fisk,396,99.481,Noun,1,fisk
9185,tech,396,99.481,Noun,1,tech
9186,guthrie,396,99.481,Noun,1,guthrie
9187,dürtü,396,99.481,Noun,1,dürtü
9188,marcello,396,99.482,Noun,1,marcello
9189,goodwin,396,99.482,Noun,1,goodwin
9190,kemp,396,99.482,Noun,1,kemp
9191,brain,396,99.482,Noun,1,brain
9192,çüş,396,99.482,Interj,1,çüş
9193,volvo,395,99.483,Noun,1,volvo
9194,tania,395,99.483,Noun,1,tania
9195,akvaryum,395,99.483,Noun,1,akvaryum
9196,muzdarip,395,99.483,Adj,1,muzdarip
9197,brutus,395,99.484,Noun,1,brutus
9198,hoşgör,395,99.484,Noun,1,hoşgörü
9199,regl,395,99.484,Noun,1,regl
9200,ıkınmak,395,99.484,Verb,1,ıkın
9201,easy,395,99.484,Noun,1,easy
9202,antrenör,395,99.485,Noun,1,antrenör
9203,feminist,394,99.485,Noun,1,feminist
9204,mormon,394,99.485,Noun,1,mormon
9205,sülük,394,99.485,Noun,1,sülük
9206,cbs,394,99.486,Noun,1,cbs
9207,ik,394,99.486,Noun,1,ik
9208,patika,394,99.486,Noun,1,patika
9209,frederic,394,99.486,Noun,1,frederic
9210,burma,394,99.487,Adj,1,burma
9211,karındeşen,393,99.487,Noun,1,karındeşen
9212,ekber,393,99.487,Noun,1,ekber
9213,artistik,393,99.487,Adj,1,artistik
9214,corinne,393,99.487,Noun,1,corinne
9215,ci,393,99.488,Noun,1,ci
9216,gür,393,99.488,Adj,1,gür
9217,ange,393,99.488,Noun,1,ange
9218,marple,393,99.488,Noun,1,marple
9219,horton,393,99.489,Noun,1,horton
9220,android,392,99.489,Noun,1,android
9221,macbeth,392,99.489,Noun,1,macbeth
9222,char,392,99.489,Noun,1,char
9223,fidel,392,99.489,Noun,1,fidel
9224,killian,392,99.49,Noun,1,killian
9225,land,392,99.49,Noun,1,land
9226,fair,392,99.49,Noun,1,fair
9227,dalia,392,99.49,Noun,1,dalia
9228,maket,392,99.491,Noun,1,maket
9229,tarihlemek,392,99.491,Verb,1,tarihler
9230,normandiya,392,99.491,Noun,1,normandiya
9231,vancouver,392,99.491,Noun,1,vancouver
9232,ocean,392,99.491,Noun,1,ocean
9233,cengiz,392,99.492,Noun,1,cengiz
9234,god,391,99.492,Noun,1,god
9235,rowan,391,99.492,Noun,1,rowan
9236,goldie,391,99.492,Noun,1,goldie
9237,atomik,391,99.493,Adj,1,atomik
9238,çello,391,99.493,Noun,1,çello
9239,döşemek,391,99.493,Verb,1,döşeme
9240,kapan,391,99.493,Noun,1,kapanı
9241,laila,391,99.494,Noun,1,laila
9242,ridley,391,99.494,Noun,1,ridley
9243,alphonse,391,99.494,Noun,1,alphonse
9244,fulton,391,99.494,Noun,1,fulton
9245,faz,391,99.494,Noun,1,faz
9246,nasip,390,99.495,Noun,1,nasip
9247,hadis,390,99.495,Noun,1,hadise
9248,mtv,390,99.495,Noun,1,mtv
9249,yelmek,390,99.495,Verb,1,yel
9250,sylvie,390,99.496,Noun,1,sylvie
9251,delaware,390,99.496,Noun,1,delaware
9252,celi,390,99.496,Noun,1,celine
9253,ibranî,390,99.496,Noun,1,İbranice
9254,last,389,99.496,Noun,1,last
9255,kireç,389,99.497,Noun,1,kireç
9256,inşaa,389,99.497,Noun,1,inşaa
9257,kiss,389,99.497,Noun,1,kiss
9258,ros,389,99.497,Noun,1,ros
9259,reality,389,99.498,Noun,1,reality
9260,aloha,389,99.498,Noun,1,aloha
9261,dot,389,99.498,Noun,1,dot
9262,elektroşok,389,99.498,Noun,1,elektroşok
9263,sutter,388,99.498,Noun,1,sutter
9264,zampara,388,99.499,Adj,1,zampara
9265,curly,388,99.499,Noun,1,curly
9266,çavdar,388,99.499,Noun,1,çavdar
9267,sands,388,99.499,Noun,1,sands
9268,yakin,388,99.5,Noun,1,yakin
9269,arkansas,388,99.5,Noun,1,arkansas
9270,münakaşa,388,99.5,Noun,1,münakaşa
9271,tofu,388,99.5,Noun,1,tofu
9272,ness,388,99.5,Noun,1,ness
9273,cereyan,387,99.501,Noun,1,cereyan
9274,asher,387,99.501,Noun,1,asher
9275,davut,387,99.501,Noun,1,davut
9276,katık,387,99.501,Adj,1,katıksız
9277,crixus,387,99.502,Noun,1,crixus
9278,klozet,387,99.502,Noun,1,klozet
9279,birkhoff,387,99.502,Noun,1,birkhoff
9280,lübnan,387,99.502,Noun,1,lübnan
9281,cedric,387,99.502,Noun,1,cedric
9282,tomar,387,99.503,Noun,1,tomar
9283,magnum,387,99.503,Noun,1,magnum
9284,hadley,386,99.503,Noun,1,hadley
9285,spring,386,99.503,Noun,1,spring
9286,kisa,386,99.504,Noun,1,kisa
9287,kaktüs,386,99.504,Noun,1,kaktüs
9288,run,386,99.504,Noun,1,run
9289,mahoney,386,99.504,Noun,1,mahoney
9290,piyanist,386,99.504,Noun,1,piyanist
9291,merlyn,386,99.505,Noun,1,merlyn
9292,gras,386,99.505,Noun,1,gras
9293,ciao,386,99.505,Noun,1,ciao
9294,micky,386,99.505,Noun,1,micky
9295,ellison,385,99.506,Noun,1,ellison
9296,mount,385,99.506,Noun,1,mount
9297,buddha,385,99.506,Noun,1,buddha
9298,mcbride,385,99.506,Noun,1,mcbride
9299,gd,385,99.506,Noun,1,gd
9300,titanyum,385,99.507,Noun,1,titanyum
9301,box,385,99.507,Noun,1,box
9302,jonesy,385,99.507,Noun,1,jonesy
9303,selamün,385,99.507,Noun,1,selamün
9304,kaşmir,385,99.508,Adj,1,kaşmir
9305,senkronize,385,99.508,Noun,1,senkronize
9306,lelouch,385,99.508,Noun,1,lelouch
9307,moreau,385,99.508,Noun,1,moreau
9308,rutherford,384,99.508,Noun,1,rutherford
9309,sparks,384,99.509,Noun,1,sparks
9310,cezbetmek,384,99.509,Adj,1,cezbedici
9311,glory,384,99.509,Noun,1,glory
9312,görünmez,384,99.509,Noun,1,görünmezlik
9313,wilhelm,384,99.51,Noun,1,wilhelm
9314,paragraf,384,99.51,Noun,1,paragraf
9315,joffrey,384,99.51,Noun,1,joffrey
9316,egan,384,99.51,Noun,1,egan
9317,vodka,384,99.51,Noun,1,vodka
9318,denizkızı,384,99.511,Noun,1,denizkızı
9319,alexei,384,99.511,Noun,1,alexei
9320,nitrojen,383,99.511,Noun,1,nitrojen
9321,bali,383,99.511,Noun,1,bali
9322,suçüstü,383,99.512,Adv,1,suçüstü
9323,tahra,383,99.512,Noun,1,tahran
9324,güçlükle,383,99.512,Adv,1,güçlükle
9325,birleşim,383,99.512,Noun,1,birleşimi
9326,room,383,99.512,Noun,1,room
9327,yumru,383,99.513,Adj,1,yumru
9328,yy,383,99.513,Noun,1,yy
9329,lucinda,383,99.513,Noun,1,lucinda
9330,worth,383,99.513,Noun,1,worth
9331,alenen,383,99.513,Adv,1,alenen
9332,pipo,383,99.514,Noun,1,pipo
9333,shinji,382,99.514,Noun,1,shinji
9334,doreen,382,99.514,Noun,1,doreen
9335,trav,382,99.514,Noun,1,trav
9336,prostat,382,99.515,Noun,1,prostat
9337,wickham,382,99.515,Noun,1,wickham
9338,duff,382,99.515,Noun,1,duff
9339,alım,382,99.515,Adj,1,alımlı
9340,zeynep,382,99.515,Noun,1,zeynep
9341,sarkık,382,99.516,Adj,1,sarkık
9342,kruger,382,99.516,Noun,1,kruger
9343,gotik,381,99.516,Noun,1,gotik
9344,vicodin,381,99.516,Noun,1,vicodin
9345,kojiro,381,99.517,Noun,1,kojiro
9346,dalavere,381,99.517,Noun,1,dalavere
9347,protez,381,99.517,Adj,1,protez
9348,civciv,381,99.517,Noun,1,civciv
9349,tefeci,381,99.517,Noun,1,tefeci
9350,ryland,381,99.518,Noun,1,ryland
9351,botanik,381,99.518,Noun,1,botanik
9352,stevenson,380,99.518,Noun,1,stevenson
9353,pelant,380,99.518,Noun,1,pelant
9354,honolulu,380,99.519,Noun,1,honolulu
9355,niagara,380,99.519,Noun,1,niagara
9356,voodoo,380,99.519,Noun,1,voodoo
9357,kasper,380,99.519,Noun,1,kasper
9358,eloise,380,99.519,Noun,1,eloise
9359,savas,380,99.52,Noun,1,savas
9360,french,379,99.52,Noun,1,french
9361,frenlemek,379,99.52,Verb,1,frenler
9362,malloy,379,99.52,Noun,1,malloy
9363,madagaskar,379,99.521,Noun,1,madagaskar
9364,alfabetik,379,99.521,Adj,1,alfabetik
9365,nebze,379,99.521,Noun,1,nebze
9366,asalak,379,99.521,Adj,1,asalak
9367,palace,379,99.521,Noun,1,palace
9368,livia,379,99.522,Noun,1,livia
9369,mcdeere,378,99.522,Noun,1,mcdeere
9370,parmaklamak,378,99.522,Verb,1,parmakla
9371,creed,378,99.522,Noun,1,creed
9372,alyssa,378,99.522,Noun,1,alyssa
9373,lights,378,99.523,Noun,1,lights
9374,leopold,378,99.523,Noun,1,leopold
9375,ciddiyet,378,99.523,Noun,1,ciddiyetini
9376,bodur,378,99.523,Adj,1,bodur
9377,çizelge,378,99.524,Noun,1,çizelgesi
9378,selena,378,99.524,Noun,1,selena
9379,javi,377,99.524,Noun,1,javi
9380,feribot,377,99.524,Noun,1,feribot
9381,hırçın,377,99.524,Adj,1,hırçın
9382,manu,377,99.525,Noun,1,manu
9383,mcnally,377,99.525,Noun,1,mcnally
9384,çömlek,377,99.525,Noun,1,çömlek
9385,khalid,377,99.525,Noun,1,khalid
9386,archibald,376,99.526,Noun,1,archibald
9387,roswell,376,99.526,Noun,1,roswell
9388,kato,376,99.526,Noun,1,kato
9389,otantik,376,99.526,Adj,1,otantik
9390,sağanak,376,99.526,Noun,1,sağanak
9391,leğen,376,99.527,Noun,1,leğen
9392,enstrüman,376,99.527,Noun,1,enstrüman
9393,esinti,376,99.527,Noun,1,esinti
9394,mecburî,376,99.527,Adj,1,mecburi
9395,shrek,376,99.527,Noun,1,shrek
9396,elmacık,376,99.528,Noun,1,elmacık
9397,arif,376,99.528,Adj,1,arif
9398,hitchcock,376,99.528,Noun,1,hitchcock
9399,avm,376,99.528,Noun,1,avm
9400,nicola,376,99.529,Noun,1,nicola
9401,denim,375,99.529,Noun,1,denim
9402,uyluk,375,99.529,Noun,1,uyluk
9403,ahsoka,375,99.529,Noun,1,ahsoka
9404,stand,375,99.529,Noun,1,stand
9405,pala,375,99.53,Noun,1,pala
9406,alçı,375,99.53,Adj,1,alçı
9407,muharebe,375,99.53,Noun,1,muharebe
9408,niko,375,99.53,Noun,1,niko
9409,verde,375,99.53,Noun,1,verde
9410,morning,374,99.531,Noun,1,morning
9411,jeju,374,99.531,Noun,1,jeju
9412,sheriff,374,99.531,Noun,1,sheriff
9413,something,374,99.531,Noun,1,something
9414,şarlatan,374,99.532,Noun,1,şarlatan
9415,şam,374,99.532,Noun,1,şam
9416,carr,374,99.532,Noun,1,carr
9417,mandela,374,99.532,Noun,1,mandela
9418,hutch,374,99.532,Noun,1,hutch
9419,mystic,374,99.533,Noun,1,mystic
9420,zırvalamak,374,99.533,Noun,1,zırvalamayı
9421,schwartz,374,99.533,Noun,1,schwartz
9422,patti,374,99.533,Noun,1,patti
9423,sualtı,374,99.533,Noun,1,sualtı
9424,ziyan,374,99.534,Noun,1,ziyanı
9425,hayvanî,373,99.534,Noun,1,hayvani
9426,potts,373,99.534,Noun,1,potts
9427,vasquez,373,99.534,Noun,1,vasquez
9428,nikotin,373,99.535,Noun,1,nikotin
9429,sözlük,373,99.535,Noun,1,sözlük
9430,kwan,373,99.535,Noun,1,kwan
9431,branch,373,99.535,Noun,1,branch
9432,holloway,373,99.535,Noun,1,holloway
9433,kıymık,373,99.536,Noun,1,kıymık
9434,bozuntu,373,99.536,Noun,1,bozuntusu
9435,give,373,99.536,Noun,1,give
9436,eagles,373,99.536,Noun,1,eagles
9437,çöküşmek,373,99.536,Verb,1,çöküş
9438,titrek,373,99.537,Adj,1,titrek
9439,hut,372,99.537,Noun,1,hut
9440,bedford,372,99.537,Noun,1,bedford
9441,kısalmak,372,99.537,Noun,1,kısaltması
9442,guinevere,372,99.538,Noun,1,guinevere
9443,ağırlamak,372,99.538,Noun,1,ağırlamak
9444,göstermelik,372,99.538,Adj,1,göstermelik
9445,put,372,99.538,Noun,1,put
9446,string,372,99.538,Noun,1,string
9447,abbs,372,99.539,Noun,1,abbs
9448,nafile,372,99.539,Adv,1,nafile
9449,clancy,372,99.539,Noun,1,clancy
9450,winslow,372,99.539,Noun,1,winslow
9451,kali,372,99.539,Noun,1,kali
9452,muhtar,371,99.54,Adj,1,muhtar
9453,gage,371,99.54,Noun,1,gage
9454,çeşme,371,99.54,Noun,1,çeşme
9455,mcguire,371,99.54,Noun,1,mcguire
9456,frankfurt,371,99.541,Noun,1,frankfurt
9457,mantarlamak,371,99.541,Verb,1,mantarlar
9458,pulitzer,371,99.541,Noun,1,pulitzer
9459,candice,371,99.541,Noun,1,candice
9460,fâni,371,99.541,Adj,1,fani
9461,boss,371,99.542,Noun,1,boss
9462,frazier,371,99.542,Noun,1,frazier
9463,çıkarcı,371,99.542,Adj,1,çıkarcı
9464,çömez,371,99.542,Noun,1,çömez
9465,monsenyör,371,99.542,Noun,1,monsenyör
9466,heinrich,371,99.543,Noun,1,heinrich
9467,group,371,99.543,Noun,1,group
9468,tıklım,371,99.543,Dup,1,tıklım
9469,scotland,370,99.543,Noun,1,scotland
9470,vivien,370,99.544,Noun,1,vivien
9471,zhou,370,99.544,Noun,1,zhou
9472,alonzo,370,99.544,Noun,1,alonzo
9473,münazara,370,99.544,Noun,1,münazara
9474,mathias,370,99.544,Noun,1,mathias
9475,başbelası,370,99.545,Adj,1,başbelası
9476,recep,370,99.545,Noun,1,recep
9477,nadide,370,99.545,Adj,1,nadide
9478,testis,370,99.545,Noun,1,testis
9479,five,370,99.545,Noun,1,five
9480,garry,370,99.546,Noun,1,garry
9481,brokoli,370,99.546,Noun,1,brokoli
9482,barnett,370,99.546,Noun,1,barnett
9483,live,370,99.546,Noun,1,live
9484,şaban,370,99.547,Noun,1,şaban
9485,beat,370,99.547,Noun,1,beat
9486,ispiyon,370,99.547,Noun,1,ispiyoncu
9487,gaston,370,99.547,Noun,1,gaston
9488,minnie,370,99.547,Noun,1,minnie
9489,joaquin,369,99.548,Noun,1,joaquin
9490,lukas,369,99.548,Noun,1,lukas
9491,tinker,369,99.548,Noun,1,tinker
9492,dolambaç,369,99.548,Adj,1,dolambaçlı
9493,dominique,369,99.548,Noun,1,dominique
9494,trina,369,99.549,Noun,1,trina
9495,bloody,369,99.549,Noun,1,bloody
9496,sırasıyla,369,99.549,Adv,1,sırasıyla
9497,sushi,369,99.549,Noun,1,sushi
9498,cebin,369,99.549,Noun,1,cebini
9499,cornelia,368,99.55,Noun,1,cornelia
9500,notre,368,99.55,Noun,1,notre
9501,evvet,368,99.55,Noun,1,evvet
9502,water,368,99.55,Noun,1,water
9503,sâri,368,99.551,Adj,1,sari
9504,fantazi,368,99.551,Noun,1,fantazi
9505,jacky,368,99.551,Noun,1,jacky
9506,ca,368,99.551,Noun,1,ca
9507,dolar,368,99.551,Noun,1,dolarlar
9508,ortiz,368,99.552,Noun,1,ortiz
9509,defiance,368,99.552,Noun,1,defiance
9510,ortadoğu,368,99.552,Noun,1,ortadoğu
9511,bende,368,99.552,Noun,1,bendeniz
9512,rambo,368,99.552,Noun,1,rambo
9513,branson,368,99.553,Noun,1,branson
9514,misa,368,99.553,Noun,1,misa
9515,cold,367,99.553,Noun,1,cold
9516,trisha,367,99.553,Noun,1,trisha
9517,muhalif,367,99.553,Adj,1,muhalif
9518,prodüksiyon,367,99.554,Noun,1,prodüksiyon
9519,yavan,367,99.554,Adj,1,yavan
9520,artemis,367,99.554,Noun,1,artemis
9521,bitişik,367,99.554,Adj,1,bitişik
9522,kanca,367,99.555,Noun,1,kancayı
9523,zımba,366,99.555,Noun,1,zımba
9524,today,366,99.555,Noun,1,today
9525,ahit,366,99.555,Noun,1,ahit
9526,balmumu,366,99.555,Noun,1,balmumu
9527,sami,366,99.556,Adj,1,sami
9528,moby,366,99.556,Noun,1,moby
9529,ceyla,366,99.556,Noun,1,ceylan
9530,stack,366,99.556,Noun,1,stack
9531,telâşlanmak,366,99.556,Verb,1,telaşlanma
9532,sons,365,99.557,Noun,1,sons
9533,orpheus,365,99.557,Noun,1,orpheus
9534,augustin,365,99.557,Noun,1,augustine
9535,strike,365,99.557,Noun,1,strike
9536,blunt,365,99.557,Noun,1,blunt
9537,hardman,365,99.558,Noun,1,hardman
9538,mozzie,365,99.558,Noun,1,mozzie
9539,farmer,365,99.558,Noun,1,farmer
9540,suv,364,99.558,Noun,1,suv
9541,tamirat,364,99.559,Noun,1,tamirat
9542,tariq,364,99.559,Noun,1,tariq
9543,gyu,364,99.559,Noun,1,gyu
9544,ö,364,99.559,Noun,1,ö
9545,düşlemek,364,99.559,Verb,1,düşler
9546,fallon,364,99.56,Noun,1,fallon
9547,prometheus,364,99.56,Noun,1,prometheus
9548,ruble,364,99.56,Noun,1,ruble
9549,paslanmak,363,99.56,Adj,1,paslanmış
9550,dent,363,99.56,Noun,1,dent
9551,avare,363,99.561,Adj,1,avare
9552,otoriter,363,99.561,Adj,1,otoriter
9553,givens,363,99.561,Noun,1,givens
9554,watkins,363,99.561,Noun,1,watkins
9555,grande,363,99.561,Noun,1,grande
9556,navigasyon,363,99.562,Noun,1,navigasyon
9557,hello,363,99.562,Noun,1,hello
9558,danimarkalı,363,99.562,Noun,1,danimarkalı
9559,süveter,363,99.562,Noun,1,süveter
9560,barones,363,99.563,Noun,1,barones
9561,vahiy,363,99.563,Noun,1,vahiy
9562,saxo,363,99.563,Noun,1,saxon
9563,abbas,363,99.563,Noun,1,abbas
9564,kurman,363,99.563,Noun,1,kurmanın
9565,yugoslavya,363,99.564,Noun,1,yugoslavya
9566,kriminal,363,99.564,Noun,1,kriminal
9567,evre,362,99.564,Noun,1,evre
9568,ole,362,99.564,Interj,1,ole
9569,buru,362,99.564,Noun,1,buruna
9570,avalon,362,99.565,Noun,1,avalon
9571,kocakarı,362,99.565,Noun,1,kocakarı
9572,tıkılı,362,99.565,Adj,1,tıkılı
9573,hotchner,362,99.565,Noun,1,hotchner
9574,lavanta,362,99.565,Noun,1,lavanta
9575,kebap,362,99.566,Adj,1,kebap
9576,patrice,362,99.566,Noun,1,patrice
9577,austen,362,99.566,Noun,1,austen
9578,materyal,361,99.566,Noun,1,materyal
9579,bjorn,361,99.566,Noun,1,bjorn
9580,cumhurbaşkanı,361,99.567,Noun,1,cumhurbaşkanı
9581,cık,361,99.567,Interj,1,cık
9582,devil,361,99.567,Noun,1,devil
9583,terhis,361,99.567,Noun,1,terhis
9584,fergus,361,99.568,Noun,1,fergus
9585,eastwood,361,99.568,Noun,1,eastwood
9586,pelt,361,99.568,Noun,1,pelt
9587,buket,361,99.568,Noun,1,buket
9588,rockefeller,361,99.568,Noun,1,rockefeller
9589,bülent,361,99.569,Noun,1,bülent
9590,rizzo,360,99.569,Noun,1,rizzo
9591,elektriklemek,360,99.569,Verb,1,elektrikle
9592,hartley,360,99.569,Noun,1,hartley
9593,chrissy,360,99.569,Noun,1,chrissy
9594,beowulf,360,99.57,Noun,1,beowulf
9595,keten,360,99.57,Adj,1,keten
9596,stafford,360,99.57,Noun,1,stafford
9597,anatomi,360,99.57,Noun,1,anatomi
9598,asfalt,360,99.57,Adj,1,asfalt
9599,mahçup,360,99.571,Adj,1,mahçup
9600,ritz,360,99.571,Noun,1,ritz
9601,pısırık,360,99.571,Adj,1,pısırık
9602,ophelia,360,99.571,Noun,1,ophelia
9603,entellektüel,360,99.571,Adj,1,entellektüel
9604,rosario,360,99.572,Noun,1,rosario
9605,malezya,359,99.572,Noun,1,malezya
9606,astronomi,359,99.572,Noun,1,astronomi
9607,hwa,359,99.572,Noun,1,hwa
9608,fleur,359,99.572,Noun,1,fleur
9609,histerik,359,99.573,Adj,1,histerik
9610,eşofman,359,99.573,Noun,1,eşofman
9611,küreklemek,359,99.573,Verb,1,kürekle
9612,milis,359,99.573,Noun,1,milis
9613,kovac,359,99.574,Noun,1,kovac
9614,thom,359,99.574,Noun,1,thom
9615,feel,359,99.574,Noun,1,feel
9616,shore,359,99.574,Noun,1,shore
9617,tobey,359,99.574,Noun,1,tobey
9618,eşdeğer,359,99.575,Adj,1,eşdeğer
9619,atasözü,359,99.575,Noun,1,atasözü
9620,dirilmek,359,99.575,Noun,1,diriliş
9621,kolluk,359,99.575,Noun,1,kolluk
9622,roderick,358,99.575,Noun,1,roderick
9623,mckenzie,358,99.576,Noun,1,mckenzie
9624,berman,358,99.576,Noun,1,berman
